DOB;AGE;GNDR;ADMIT;NATION;NATN_TYPE;CITIZENSHIP;RESIDENCY;COLLEGE;STUDENT_MAJOR;DIPLOMA_DESCRIPTION;CERT_DATE;STUDENT_LEVEL;SCHOOL;SCHOOL_CITY
26-Dec-91;20;M;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Communication;Mass Communication;Technical -Industrial;1-Jul-09;Undergraduate;Sharjah Institute ofTechnology;Sharjah
12-Aug-93;18;M;Spring 2011-2012;Egypt;OTHER ARAB;Non Citizen;Egypt-Eldakahlia;Communication;Mass Communication;Secondary School -Literature;1-Jul-11;Undergraduate;Undeclared;
25-Oct-92;19;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Communication;Mass Communication;Secondary School -Literature;21-Jun-10;Undergraduate;Al Shifa Bint Abdulla Ctr;KALBA
15-May-94;17;F;Spring 2011-2012;Jordan;OTHER ARAB;Non Citizen;UAE-Sharjah;Communication;Mass Communication;Secondary School -Literature;28-Jun-11;Undergraduate;Al Sho'ala Private Sch.;SHARJAH
23-May-91;20;F;Spring 2011-2012;Saudi Arabia;GCC;GCC;Saudi Arabia-jeddah;Communication;Mass Communication;Secondary School -Literature;26-Jun-09;Undergraduate;35 School In Jeddah;JIDDAH
29-Jun-93;18;F;Spring 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Sharjah;Communication;Mass Communication;High School -Scientific;28-Jun-11;Undergraduate;Sharjah American Intl School;SHARJAH
27-Aug-93;18;M;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Communication;Mass Communication;Secondary School -Literature;28-Jun-11;Undergraduate;Hamza Ibn Abdul Motaleb Sec;ABU DHABI
24-Oct-93;18;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Communication;Mass Communication;Secondary School -Literature;28-Jun-11;Undergraduate;Um Amarah Sec. Sch. Edu. G.;Sharjah
24-Sep-91;20;F;Spring 2011-2012;Saudi Arabia;GCC;GCC;Saudi Arabia-Dhahran;Communication;Mass Communication;Secondary School -Literature;20-Jun-10;Undergraduate;Al Faisalya Al Islamya Sec;AL KHOBAR
4-Apr-90;22;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Communication;Mass Communication;Secondary School -Literature;14-Jun-07;Undergraduate;Al Reffa'a Secondary G.;SHARJAH
13-Dec-93;18;F;Spring 2011-2012;Jordan;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Communication;Mass Communication;High School -Literature;28-Nov-11;Undergraduate;International Academic School;Abu Dhabi
19-Nov-93;18;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Communication;Mass Communication;Secondary School -Literature;28-Jun-11;Undergraduate;Al Reffa'a Secondary G.;SHARJAH
30-Apr-92;20;F;Spring 2011-2012;Egypt;OTHER ARAB;Non Citizen;UAE-Sharjah;Communication;Mass Communication;Secondary School -Scientific;21-Jun-11;Undergraduate;Al Gobaibah Secondary G.;SHARJAH
10-May-91;21;F;Spring 2011-2012;Somalia;OTHER ARAB;Non Citizen;UAE-Sharjah;Communication;Mass Communication;Secondary School -Literature;21-Jun-10;Undergraduate;Salman Al Farresi Secondary;SHARJAH
30-Nov-91;20;F;Spring 2011-2012;Palestine;OTHER ARAB;Non Citizen;UAE-Ajman;Communication;Mass Communication;Secondary School -Scientific;8-Jun-09;Undergraduate;Al Gobaibah Secondary G.;SHARJAH
19-Feb-93;19;M;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Communication;Mass Communication;Secondary School -Literature;13-Jul-11;Undergraduate;Ahmed Bin Hanbel Secondary;SHARJAH
9-Mar-93;19;M;Spring 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Communication;Mass Communication;Secondary School -Scientific;28-Jun-11;Undergraduate;Al Hadeetha Pvt;ABU DHABI
29-Jan-93;19;M;Spring 2011-2012;Kuwait;GCC;GCC;Kuwait-Kuwait;Communication;Mass Communication;Secondary School -Literature;29-Jun-11;Undergraduate;Salah Al Deen Secondary;Kuwait
1-Nov-91;20;M;Spring 2011-2012;Kuwait;GCC;GCC;Kuwait-Salwa;Communication;Mass Communication;Secondary School -Literature;1-Jul-11;Undergraduate;Palestine Sec. Sch. B.;KUWAIT
4-Dec-92;19;M;Spring 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Al Ain;Communication;Mass Communication;Secondary School -Literature;28-Jun-11;Undergraduate;Khalid Bin Al Waleed Sec;AL AIN
5-Sep-90;21;M;Spring 2011-2012;Kenya;NON ARAB;Non Citizen;UAE-Dubai;Communication;Mass Communication;Secondary School -Scientific;14-Jun-07;Undergraduate;Al Ahlia Pvt Secondary;SHARJAH
15-Jun-93;18;M;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Al-Dhaid;Communication;Mass Communication;Secondary School -Scientific;28-Jun-11;Undergraduate;Al Rafee'a Secondary;SHARJAH
20-Jul-92;19;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Communication;Public Relation;Secondary School -Literature;21-Jun-10;Undergraduate;Umm Omarah Secondary G.;KOR FAKAN
28-Aug-91;20;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Communication;Public Relation;Secondary School -Literature;28-Jun-11;Undergraduate;Bahithat Al Badyeh Secondary G;SHARJAH
19-Aug-92;19;F;Spring 2011-2012;Qatar;GCC;GCC;Qatar-Doha;Communication;Public Relation;Secondary School -Scientific;1-Jun-10;Undergraduate;Al Resalah Secondary School;Qatar
24-Jun-93;18;F;Spring 2011-2012;Qatar;GCC;GCC;Qatar-Doha;Communication;Public Relation;Secondary School -Scientific;20-Jun-11;Undergraduate;AlEiman Secondary Independent;Doha
3-Dec-93;18;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Communication;Public Relation;Secondary School -Literature;21-Jun-11;Undergraduate;Al Reffa'a Secondary G.;SHARJAH
4-Dec-91;20;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Communication;Public Relation;Secondary School -Literature;8-Jun-09;Undergraduate;Fatima Al Zahra' Secondary G.;SHARJAH
10-Aug-93;18;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Communication;Public Relation;Secondary School -Literature;28-Jun-11;Undergraduate;Al Reffa'a Secondary G.;SHARJAH
8-Apr-92;20;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Communication;Public Relation;Secondary School -Scientific;21-Jun-10;Undergraduate;Um Amarah Sec. Sch. Edu. G.;Sharjah
23-Jul-94;17;M;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Communication;Public Relation;Secondary School -Literature;28-Jun-11;Undergraduate;Al Mahmoud Secondary;KALBA
23-Jul-91;20;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Communication;Public Relation;Secondary School -Literature;13-Jul-11;Undergraduate;Jameela Bou Hurraid Sec G;SHARJAH
21-Jul-92;19;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Communication;Public Relation;Secondary School -Literature;28-Jun-11;Undergraduate;Al Shifa Bint Abdulla Ctr;KALBA
18-Nov-92;19;F;Spring 2011-2012;Morocco;OTHER ARAB;Non Citizen;UAE-Sharjah;Communication;Public Relation;High School -Scientific;27-Jun-11;Undergraduate;Dubai Modern Education School;DUBAI
11-Oct-93;18;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Communication;Public Relation;Secondary School -Literature;28-Jun-11;Undergraduate;Al Shifa Bint Abdulla Ctr;KALBA
24-Sep-93;18;M;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Communication;Public Relation;Secondary School -Literature;28-Jun-11;Undergraduate;Mo'ad Bin Jabel Secondary;SHARJAH
21-Sep-92;19;M;Spring 2011-2012;Without Nationality (D.H.A.D);OTHER ARAB;Nil (No Official Documents);UAE-Sharjah;Communication;Public Relation;Secondary School -Literature;21-Jun-10;Undergraduate;Al Wahda Private School;Sharjah
11-Dec-89;22;M;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Al-Dhaid;Communication;Public Relation;Secondary School -Literature;3-Jun-08;Undergraduate;Al Zied Secondary;SHARJAH
31-Jul-87;24;M;Spring 2011-2012;Kuwait;GCC;GCC;Kuwait-Qurtuba;Communication;Public Relation;Secondary School -Literature;1-Jul-05;Undergraduate;Qurtuba Sharea Inst;KUWAIT
18-Oct-93;18;M;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Al-Dhaid;Communication;Public Relation;Secondary School -Literature;28-Jun-11;Undergraduate;Al Zied Secondary;SHARJAH
20-Apr-79;33;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Communication;Public Relation;Secondary School -Literature;28-Jun-11;Undergraduate;Women Union Assoc School;SHARJAH
19-Dec-88;23;F;Spring 2011-2012;Saudi Arabia;GCC;GCC;Saudi Arabia-Dammam;Communication;Public Relation;Secondary School -Literature;26-Jun-06;Undergraduate;Third Sec. Sch. in Al Kobar;Al Khobar
28-Apr-93;19;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Communication;Public Relation;Secondary School -Literature;28-Jun-11;Undergraduate;Al-Ibda'a Girls' Sec.Sch.;Sharjah
7-Jun-87;24;F;Spring 2011-2012;Saudi Arabia;GCC;GCC;UAE-Dubai;Communication;Public Relation;Secondary School -Literature;6-Jun-03;Undergraduate;Dar Al Uloom Al Ahliah Sec;RIYADH
31-Jan-92;20;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Communication;Public Relation;Secondary School -Literature;13-Jul-11;Undergraduate;Jameela Bou Hurraid Sec G;SHARJAH
11-Apr-94;18;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Communication;Public Relation;Secondary School -Literature;28-Jun-11;Undergraduate;Fatima Al Zahra' Secondary G.;SHARJAH
28-Aug-93;18;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Communication;Public Relation;Secondary School -Literature;28-Jun-11;Undergraduate;Al Reffa'a Secondary G.;SHARJAH
7-Feb-93;19;F;Spring 2011-2012;UAE;UAE;UAE-Dubai;UAE-Dubai;Communication;Public Relation;Secondary School -Literature;26-Jun-11;Undergraduate;Al Itehad Pvt Secondary;DUBAI
12-Jul-92;19;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Communication;Public Relation;Secondary School -Literature;21-Jun-10;Undergraduate;Al-Bayan Private School;Sharjah
28-Apr-92;20;F;Spring 2011-2012;UAE;UAE;UAE-Ras Alkhaimah;UAE-Ras Al-Khaima;Communication;Public Relation;Secondary School -Literature;21-Jun-10;Undergraduate;Zainab Secondary;RAS AL-KHAIMAH
4-Nov-92;19;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Communication;Public Relation;Secondary School -Literature;21-Jun-10;Undergraduate;Waset Secondary G;SHARJAH
26-Apr-87;25;F;Spring 2011-2012;UAE;UAE;UAE-Abu Dhabi;UAE-Sharjah;Communication;Public Relation;Secondary School -Literature;6-Jun-05;Undergraduate;Al Madam Secondary;SHARJAH
3-Oct-93;18;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Communication;Public Relation;Secondary School -Literature;28-Jun-11;Undergraduate;Rouqaya Sec. Sch. G.;Sharjah
15-Oct-92;19;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Al-Dhaid;Communication;Public Relation;Secondary School -Literature;13-Jul-11;Undergraduate;Al-Ibda'a Girls' Sec.Sch.;Sharjah
27-Dec-92;19;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Communication;Public Relation;Secondary School -Literature;21-Jun-10;Undergraduate;Um Amarah Sec. Sch. Edu. G.;Sharjah
1-Jul-93;18;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Communication;Public Relation;Secondary School -Literature;28-Jun-11;Undergraduate;Wasit Model Sch. for Sec. Edu.;Sharjah
1-Jul-92;19;F;Spring 2011-2012;Saudi Arabia;GCC;GCC;Saudi Arabia-Al Riyadh;Communication;Public Relation;Secondary School -Scientific;21-Jun-10;Undergraduate;Al-Tarbiah Al-Ahlia Prv. Sch;Al Riyadh
1-Jul-92;19;F;Spring 2011-2012;Saudi Arabia;GCC;GCC;UAE-Sharjah;Communication;Public Relation;Secondary School -Scientific;21-Jun-10;Undergraduate;Al-Tarbiah Al-Ahlia Prv. Sch;Al Riyadh
2-Dec-92;19;F;Spring 2011-2012;Qatar;GCC;GCC;UAE-Dubai;Communication;Public Relation;Secondary School -Scientific;6-Jul-10;Undergraduate;Al-Iman Sec Independent School;Doha
12-Mar-92;20;F;Spring 2011-2012;UAE;UAE;UAE-Abu Dhabi;UAE-Al Ain;Communication;Public Relation;Secondary School -Literature;21-Jun-10;Undergraduate;Um-Kalthum Secondary;ABU DHABI
10-Jul-89;22;M;Spring 2011-2012;UAE;UAE;UAE-Al Fujairah;UAE-Ras Al-Khaima;Communication;Public Relation;Secondary School -Scientific;3-Jun-08;Undergraduate;Al-Istiqlal Boys School;Fujairah
18-Feb-92;20;M;Spring 2011-2012;UAE;UAE;UAE-Abu Dhabi;-;Communication;Public Relation;Secondary School -Literature;21-Jun-10;Undergraduate;Al Shuwaib Secondary;AL AIN
8-Oct-93;18;M;Spring 2011-2012;Palestine;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Communication;Public Relation;Secondary School -Scientific;28-Jun-11;Undergraduate;Abu Dhabi Secondary;ABU DHABI
29-Jul-89;22;M;Spring 2011-2012;Saudi Arabia;GCC;GCC;UAE-Sharjah;Communication;Public Relation;Secondary School -Scientific;1-Jul-08;Undergraduate;Undeclared;
10-May-84;28;M;Spring 2011-2012;Saudi Arabia;GCC;GCC;Saudi Arabia-khobar;Communication;Public Relation;Secondary School -Scientific;1-Jul-02;Undergraduate;King Abdul Aziz National Sec;AL KHOBAR
15-Apr-91;21;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Accounting;Secondary School -Scientific;2-Jul-09;Diploma;Jameela Bou Hurraid Sec G;SHARJAH
27-Jul-92;19;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Community;Accounting;Secondary School -Literature;21-Jun-10;Diploma;Al Rafee'a Secondary;SHARJAH
16-Aug-81;30;F;Spring 2011-2012;UAE;UAE;UAE-Ras Alkhaimah;-;Community;Business Administration;Secondary School -Literature;10-Sep-01;Diploma;Halema Al Saadeiya Secondary;AL BATNAH
28-Aug-84;27;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;-;Community;Business Administration;Secondary School -Scientific;25-Jun-02;Diploma;Halema Al Saadeiya Secondary;AL BATNAH
1-Jul-71;40;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Business Administration;Secondary School -Literature;25-Jun-91;Diploma;Jameela Bou Hurraid Sec G;SHARJAH
4-Jul-71;40;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;-;Community;Business Administration;Secondary School -Literature;25-Jun-91;Diploma;Jameela Bou Hurraid Sec G;SHARJAH
30-Nov-80;31;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;-;Community;Business Administration;Secondary School -Literature;1-Jul-98;Diploma;Al Shifa Bint Abdulla Ctr;KALBA
12-Sep-80;31;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Business Administration;Secondary School -Literature;1-Jul-98;Diploma;Jameela Bou Hurraid Sec G;SHARJAH
6-Dec-76;35;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kor Fakan;Community;Business Administration;Secondary School -Scientific;18-Jun-02;Diploma;Bahithat Al Badyeh Secondary G;SHARJAH
9-Mar-80;32;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;-;Community;Business Administration;Secondary School -Literature;14-Aug-99;Diploma;Bahithat Al Badyeh Secondary G;SHARJAH
10-Jan-78;34;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;-;Community;Business Administration;Secondary School -Literature;10-Sep-01;Diploma;Al Shefa' Bint Abdulla Sec;SUHAR
15-Jun-80;31;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Business Administration;Secondary School -Literature;10-Sep-01;Diploma;Al Shefa' Bint Abdulla Sec;SUHAR
1-Sep-73;38;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Umm Al Quwain;Community;Business Administration;Secondary School -Literature;27-Jun-01;Diploma;Falaj Al Maalah Secondary;UMM AL QUWAIN
29-Dec-71;40;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Community;Business Administration;Secondary School -Literature;20-Jun-89;Diploma;Al Dhaid Secondary Sch.;SHARJAH
6-Dec-79;32;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khur Kalba;Community;Business Administration;Secondary School -Literature;22-Jul-00;Diploma;Bahithat Al Badyeh Secondary G;SHARJAH
12-Mar-75;37;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;-;Community;Business Administration;Secondary School -Scientific;30-Jun-93;Diploma;Haleema Al Sadia Secondary;SHARJAH
24-Sep-83;28;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;-;Community;Business Administration;Secondary School -Scientific;25-Jun-02;Diploma;Al Shifa Bint Abdulla Ctr;KALBA
18-Aug-84;27;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Business Administration;Secondary School -Literature;31-Mar-02;Diploma;Al Shifa Bint Abdulla Ctr;KALBA
25-Oct-79;32;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;-;Community;Business Administration;Secondary School -Literature;29-Jun-02;Diploma;Bahithat Al Badyeh Secondary G;SHARJAH
30-Apr-78;34;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Community;Business Administration;Secondary School -Literature;1-Jul-00;Diploma;Sharjah Secondary Ctr;SHARJAH
1-May-79;33;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Community;Business Administration;Secondary School -Literature;19-Aug-02;Diploma;Al Heerah Secondary G;SHARJAH
20-May-65;46;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Community;Business Administration;Secondary School -Literature;25-Sep-89;Diploma;Bahithat Al Badyeh Secondary G;SHARJAH
8-Dec-80;31;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Community;Business Administration;Secondary School -Literature;6-Jul-99;Diploma;That Al Sawary Secondary;ABU DHABI
8-Jun-83;28;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Community;Business Administration;Secondary School -Scientific;28-Jun-01;Diploma;Al Rafee'a Secondary;SHARJAH
28-Aug-78;33;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Community;Business Administration;Secondary School -Literature;14-Sep-98;Diploma;Sharjah Secondary Ctr;SHARJAH
1-Oct-79;32;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Community;Business Administration;Secondary School -Literature;27-Jun-01;Diploma;Al Thaid Secondary;SHARJAH
8-Oct-79;32;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Business Administration;Secondary School -Literature;1-Jul-00;Diploma;Manazel Sharjah;SHARJAH
31-Mar-84;28;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;-;Community;Business Administration;Secondary School -Literature;23-Jun-03;Diploma;Jameela Bou Hurraid Sec G;SHARJAH
4-Sep-81;30;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Daba Al Hessen;Community;Business Administration;Secondary School -Literature;1-Jul-99;Diploma;Haleema Al Sadia Secondary;SHARJAH
21-Oct-75;36;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Daba Al Hessen;Community;Business Administration;Secondary School -Literature;23-Jun-03;Diploma;Debba Al Fujeirah G.;AL FUJAIRAH
1-Jul-76;35;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Community;Business Administration;Secondary School -Literature;24-Jun-95;Diploma;Al Zahra'a Secondery School;SHARJAH
13-Oct-90;21;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Business Administration;Secondary School -Literature;3-Jun-08;Diploma;Umm Omarah Secondary G.;KOR FAKAN
31-May-91;20;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Business Administration;Secondary School -Literature;8-Jun-09;Diploma;Jumana Bint AbyThalib Adult C.;Sharjah
28-Apr-80;32;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Business Administration;Secondary School -Literature;1-Jul-98;Diploma;Jameela Bou Hurraid Sec G;SHARJAH
18-Jun-80;31;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Business Administration;;;Diploma;;
13-Jul-80;31;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Community;Business Administration;;;Diploma;;
18-Feb-77;35;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Business Administration;Secondary School -Literature;11-Sep-00;Diploma;Shifa'a Bint Abdullah Sec;SHARJAH
20-Apr-73;39;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Community;Business Administration;Secondary School -Literature;25-Jun-96;Diploma;Haleema Al Sadia Secondary;SHARJAH
17-Feb-80;32;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Business Administration;Secondary School -Literature;11-Sep-00;Diploma;Bahithat Al Badyeh Secondary G;SHARJAH
1-Mar-64;48;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Community;Business Administration;Secondary School -Literature;12-Sep-98;Diploma;Daba Ctr G;DABA AL HESSEN
30-Jun-72;39;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Community;Business Administration;Secondary School -Scientific;5-Jun-89;Diploma;Al Gobaibah Secondary G.;SHARJAH
15-Jun-91;20;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Business Administration;Secondary School -Literature;8-Jun-09;Diploma;Al Shifa Bint Abdulla Ctr;KALBA
8-Apr-91;21;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Community;Business Administration;Secondary School -Literature;8-Jun-09;Diploma;Al Gobaibah Secondary G.;SHARJAH
22-Oct-91;20;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Community;Business Administration;Secondary School -Scientific;8-Jun-09;Diploma;Al Reffa'a Secondary G.;SHARJAH
18-Aug-86;25;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Community;Business Administration;Secondary School -Literature;27-Jun-04;Diploma;Al-Khadra'a External G;RAS AL-KHAIMAH
4-Apr-74;38;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Community;Business Administration;Secondary School -Literature;1-Jul-00;Diploma;Manazel Al Fujairah;AL FUJAIRAH
25-Apr-76;36;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Community;Business Administration;Secondary School -Literature;17-Sep-94;Diploma;Haleema Al Sadia Secondary;SHARJAH
15-Jun-73;38;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Community;Business Administration;;;Diploma;;
1-Jul-71;40;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Community;Business Administration;;;Diploma;;
5-Feb-75;37;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Community;Business Administration;Secondary School -Literature;24-Jun-93;Diploma;Haleema Al Sadia Secondary;SHARJAH
1-Jun-65;46;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Business Administration;;;Diploma;;
4-May-70;42;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Business Administration;Secondary School -Literature;24-Jun-93;Diploma;Debba Al Fujeirah G.;AL FUJAIRAH
1-Apr-64;48;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Business Administration;Secondary School -Literature;5-Sep-92;Diploma;Bahithat Al Badyeh Secondary G;SHARJAH
18-Feb-77;35;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Business Administration;Secondary School -Literature;1-Jul-99;Diploma;Bahithat Al Badyeh Secondary G;SHARJAH
11-Mar-78;34;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Business Administration;Secondary School -Literature;29-Jun-97;Diploma;Bahithat Al Badyeh Secondary G;SHARJAH
10-Nov-77;34;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Business Administration;Secondary School -Literature;14-Sep-97;Diploma;Bahithat Al Badyeh Secondary G;SHARJAH
